pnr_id,passenger_id,flight_id,seat_class,ancillary_fee_paid
PNR076526,P076526,FL08958,FIRST,59
PNR076527,P076527,FL02618,ECONOMY,4
PNR076528,P076528,FL06740,ECONOMY,84
PNR076529,P076529,FL08299,ECONOMY,99
PNR076530,P076530,FL01342,FIRST,74
PNR076531,P076531,FL00921,BUSINESS,81
PNR076532,P076532,FL05417,FIRST,130
PNR076533,P076533,FL08103,ECONOMY,41
PNR076534,P076534,FL01185,FIRST,124
PNR076535,P076535,FL02794,ECONOMY,60
PNR076536,P076536,FL00763,FIRST,56
PNR076537,P076537,FL07603,ECONOMY,69
PNR076538,P076538,FL01168,ECONOMY,17
PNR076539,P076539,FL04830,FIRST,86
PNR076540,P076540,FL09568,BUSINESS,31
PNR076541,P076541,FL08605,ECONOMY,128
PNR076542,P076542,FL03728,ECONOMY,26
PNR076543,P076543,FL08370,BUSINESS,65
PNR076544,P076544,FL03105,FIRST,129
PNR076545,P076545,FL04153,BUSINESS,24
PNR076546,P076546,FL07457,FIRST,44
PNR076547,P076547,FL08982,FIRST,9
PNR076548,P076548,FL03306,ECONOMY,94
PNR076549,P076549,FL07989,BUSINESS,130
PNR076550,P076550,FL07172,BUSINESS,55
PNR076551,P076551,FL03585,BUSINESS,20
PNR076552,P076552,FL02301,ECONOMY,1
PNR076553,P076553,FL06619,ECONOMY,146
PNR076554,P076554,FL05556,FIRST,93
PNR076555,P076555,FL05922,ECONOMY,79
PNR076556,P076556,FL00213,ECONOMY,96
PNR076557,P076557,FL03207,BUSINESS,126
PNR076558,P076558,FL04130,ECONOMY,84
PNR076559,P076559,FL09504,BUSINESS,102
PNR076560,P076560,FL07365,ECONOMY,147
PNR076561,P076561,FL05149,ECONOMY,1
PNR076562,P076562,FL07980,ECONOMY,17
PNR076563,P076563,FL03463,FIRST,17
PNR076564,P076564,FL05452,ECONOMY,37
PNR076565,P076565,FL02024,ECONOMY,95
PNR076566,P076566,FL07806,BUSINESS,60
PNR076567,P076567,FL07460,BUSINESS,74
PNR076568,P076568,FL06679,BUSINESS,63
PNR076569,P076569,FL02402,FIRST,116
PNR076570,P076570,FL03387,BUSINESS,24
PNR076571,P076571,FL08151,FIRST,87
PNR076572,P076572,FL03316,BUSINESS,76
PNR076573,P076573,FL09418,FIRST,106
PNR076574,P076574,FL02970,FIRST,141
PNR076575,P076575,FL08113,BUSINESS,29
PNR076576,P076576,FL05428,FIRST,43
PNR076577,P076577,FL03772,BUSINESS,95
PNR076578,P076578,FL00842,ECONOMY,105
PNR076579,P076579,FL04871,ECONOMY,137
PNR076580,P076580,FL00731,ECONOMY,20
PNR076581,P076581,FL04742,BUSINESS,121
PNR076582,P076582,FL06328,FIRST,110
PNR076583,P076583,FL03360,FIRST,9
PNR076584,P076584,FL06002,BUSINESS,123
PNR076585,P076585,FL07633,FIRST,145
PNR076586,P076586,FL00226,BUSINESS,7
PNR076587,P076587,FL03420,BUSINESS,116
PNR076588,P076588,FL08131,ECONOMY,3
PNR076589,P076589,FL08745,FIRST,59
PNR076590,P076590,FL03053,BUSINESS,56
PNR076591,P076591,FL01117,FIRST,84
PNR076592,P076592,FL08536,FIRST,31
PNR076593,P076593,FL05520,BUSINESS,106
PNR076594,P076594,FL05390,BUSINESS,32
PNR076595,P076595,FL00557,ECONOMY,67
PNR076596,P076596,FL06727,ECONOMY,67
PNR076597,P076597,FL03333,BUSINESS,47
PNR076598,P076598,FL07735,ECONOMY,66
PNR076599,P076599,FL02646,ECONOMY,45
PNR076600,P076600,FL07803,FIRST,7
PNR076601,P076601,FL05264,BUSINESS,127
PNR076602,P076602,FL03561,FIRST,139
PNR076603,P076603,FL05547,FIRST,72
PNR076604,P076604,FL03087,BUSINESS,89
PNR076605,P076605,FL03375,BUSINESS,31
PNR076606,P076606,FL03890,ECONOMY,8
PNR076607,P076607,FL02425,BUSINESS,21
PNR076608,P076608,FL02622,ECONOMY,51
PNR076609,P076609,FL08415,ECONOMY,51
PNR076610,P076610,FL00595,BUSINESS,59
PNR076611,P076611,FL09007,BUSINESS,112
PNR076612,P076612,FL01006,ECONOMY,107
PNR076613,P076613,FL01769,FIRST,3
PNR076614,P076614,FL08637,BUSINESS,68
PNR076615,P076615,FL04840,ECONOMY,3
PNR076616,P076616,FL03318,BUSINESS,98
PNR076617,P076617,FL00334,ECONOMY,17
PNR076618,P076618,FL02469,ECONOMY,39
PNR076619,P076619,FL01900,BUSINESS,63
PNR076620,P076620,FL07547,FIRST,19
PNR076621,P076621,FL02246,BUSINESS,131
PNR076622,P076622,FL07939,FIRST,106
PNR076623,P076623,FL01437,FIRST,134
PNR076624,P076624,FL09695,ECONOMY,18
PNR076625,P076625,FL02154,ECONOMY,50
PNR076626,P076626,FL04015,BUSINESS,126
PNR076627,P076627,FL01935,FIRST,123
PNR076628,P076628,FL08452,BUSINESS,59
PNR076629,P076629,FL09749,ECONOMY,129
PNR076630,P076630,FL06090,BUSINESS,15
PNR076631,P076631,FL07087,BUSINESS,38
PNR076632,P076632,FL04525,ECONOMY,11
PNR076633,P076633,FL07363,FIRST,57
PNR076634,P076634,FL06960,BUSINESS,97
PNR076635,P076635,FL03745,BUSINESS,98
PNR076636,P076636,FL08802,ECONOMY,11
PNR076637,P076637,FL03120,FIRST,86
PNR076638,P076638,FL07740,BUSINESS,92
PNR076639,P076639,FL05672,ECONOMY,15
PNR076640,P076640,FL08630,FIRST,55
PNR076641,P076641,FL08035,FIRST,4
PNR076642,P076642,FL09624,BUSINESS,125
PNR076643,P076643,FL07863,FIRST,25
PNR076644,P076644,FL06014,ECONOMY,96
PNR076645,P076645,FL03678,BUSINESS,31
PNR076646,P076646,FL00357,BUSINESS,48
PNR076647,P076647,FL09152,BUSINESS,24
PNR076648,P076648,FL09563,ECONOMY,37
PNR076649,P076649,FL06984,FIRST,61
PNR076650,P076650,FL04899,BUSINESS,90
PNR076651,P076651,FL01740,FIRST,76
PNR076652,P076652,FL03894,ECONOMY,6
PNR076653,P076653,FL00820,ECONOMY,22
PNR076654,P076654,FL06485,FIRST,71
PNR076655,P076655,FL00461,BUSINESS,32
PNR076656,P076656,FL06400,ECONOMY,4
PNR076657,P076657,FL02044,BUSINESS,46
PNR076658,P076658,FL01176,FIRST,139
PNR076659,P076659,FL01605,BUSINESS,39
PNR076660,P076660,FL00348,FIRST,93
PNR076661,P076661,FL04393,ECONOMY,134
PNR076662,P076662,FL04246,FIRST,94
PNR076663,P076663,FL03211,BUSINESS,56
PNR076664,P076664,FL07657,ECONOMY,29
PNR076665,P076665,FL03747,ECONOMY,119
PNR076666,P076666,FL06175,ECONOMY,135
PNR076667,P076667,FL00279,ECONOMY,6
PNR076668,P076668,FL09972,ECONOMY,144
PNR076669,P076669,FL03900,BUSINESS,139
PNR076670,P076670,FL08835,FIRST,0
PNR076671,P076671,FL04305,ECONOMY,75
PNR076672,P076672,FL06363,FIRST,103
PNR076673,P076673,FL06005,ECONOMY,28
PNR076674,P076674,FL05032,FIRST,85
PNR076675,P076675,FL04267,ECONOMY,70
PNR076676,P076676,FL08601,ECONOMY,41
PNR076677,P076677,FL05830,BUSINESS,136
PNR076678,P076678,FL09259,BUSINESS,16
PNR076679,P076679,FL05771,BUSINESS,0
PNR076680,P076680,FL06249,ECONOMY,36
PNR076681,P076681,FL06778,BUSINESS,14
PNR076682,P076682,FL06490,BUSINESS,57
PNR076683,P076683,FL06047,FIRST,144
PNR076684,P076684,FL03044,ECONOMY,41
PNR076685,P076685,FL07038,BUSINESS,53
PNR076686,P076686,FL08594,BUSINESS,123
PNR076687,P076687,FL02902,FIRST,0
PNR076688,P076688,FL04078,BUSINESS,106
PNR076689,P076689,FL08283,ECONOMY,59
PNR076690,P076690,FL01762,ECONOMY,131
PNR076691,P076691,FL01903,BUSINESS,12
PNR076692,P076692,FL00728,BUSINESS,144
PNR076693,P076693,FL06834,FIRST,23
PNR076694,P076694,FL07755,ECONOMY,112
PNR076695,P076695,FL00867,FIRST,54
PNR076696,P076696,FL01955,FIRST,68
PNR076697,P076697,FL00308,FIRST,92
PNR076698,P076698,FL04019,ECONOMY,36
PNR076699,P076699,FL06827,FIRST,30
PNR076700,P076700,FL02459,FIRST,148
PNR076701,P076701,FL07517,ECONOMY,131
PNR076702,P076702,FL01697,ECONOMY,63
PNR076703,P076703,FL05996,ECONOMY,138
PNR076704,P076704,FL00416,BUSINESS,19
PNR076705,P076705,FL06309,BUSINESS,72
PNR076706,P076706,FL04161,BUSINESS,11
PNR076707,P076707,FL04204,BUSINESS,99
PNR076708,P076708,FL03959,ECONOMY,60
PNR076709,P076709,FL06371,BUSINESS,142
PNR076710,P076710,FL08754,BUSINESS,75
PNR076711,P076711,FL09562,FIRST,41
PNR076712,P076712,FL05975,FIRST,13
PNR076713,P076713,FL02117,ECONOMY,144
PNR076714,P076714,FL07628,BUSINESS,67
PNR076715,P076715,FL07290,BUSINESS,107
PNR076716,P076716,FL02575,FIRST,110
PNR076717,P076717,FL03250,BUSINESS,98
PNR076718,P076718,FL05322,FIRST,102
PNR076719,P076719,FL00311,BUSINESS,57
PNR076720,P076720,FL09168,BUSINESS,124
PNR076721,P076721,FL00957,ECONOMY,57
PNR076722,P076722,FL05628,BUSINESS,84
PNR076723,P076723,FL04898,BUSINESS,124
PNR076724,P076724,FL08016,ECONOMY,17
PNR076725,P076725,FL00662,FIRST,98
PNR076726,P076726,FL08846,BUSINESS,117
PNR076727,P076727,FL05597,FIRST,58
PNR076728,P076728,FL07656,ECONOMY,94
PNR076729,P076729,FL00176,FIRST,146
PNR076730,P076730,FL08327,BUSINESS,90
PNR076731,P076731,FL08430,ECONOMY,25
PNR076732,P076732,FL09298,FIRST,147
PNR076733,P076733,FL03630,BUSINESS,144
PNR076734,P076734,FL00837,BUSINESS,74
PNR076735,P076735,FL03067,ECONOMY,33
PNR076736,P076736,FL07573,FIRST,37
PNR076737,P076737,FL02234,ECONOMY,7
PNR076738,P076738,FL00308,FIRST,28
PNR076739,P076739,FL06389,ECONOMY,74
PNR076740,P076740,FL01542,BUSINESS,93
PNR076741,P076741,FL03644,BUSINESS,130
PNR076742,P076742,FL01284,BUSINESS,133
PNR076743,P076743,FL01229,ECONOMY,101
PNR076744,P076744,FL03616,FIRST,70
PNR076745,P076745,FL02002,BUSINESS,87
PNR076746,P076746,FL04751,ECONOMY,62
PNR076747,P076747,FL03157,ECONOMY,58
PNR076748,P076748,FL09083,ECONOMY,96
PNR076749,P076749,FL05748,BUSINESS,99
PNR076750,P076750,FL03152,FIRST,103
PNR076751,P076751,FL02681,FIRST,64
PNR076752,P076752,FL06167,FIRST,122
PNR076753,P076753,FL01717,BUSINESS,10
PNR076754,P076754,FL05350,FIRST,88
PNR076755,P076755,FL01508,BUSINESS,117
PNR076756,P076756,FL09338,BUSINESS,117
PNR076757,P076757,FL04035,ECONOMY,58
PNR076758,P076758,FL06158,ECONOMY,131
PNR076759,P076759,FL03876,FIRST,144
PNR076760,P076760,FL07652,ECONOMY,53
PNR076761,P076761,FL06551,ECONOMY,31
PNR076762,P076762,FL07569,FIRST,143
PNR076763,P076763,FL00790,BUSINESS,43
PNR076764,P076764,FL06673,ECONOMY,5
PNR076765,P076765,FL05114,ECONOMY,101
PNR076766,P076766,FL03196,BUSINESS,114
PNR076767,P076767,FL07665,BUSINESS,25
PNR076768,P076768,FL04495,BUSINESS,59
PNR076769,P076769,FL03026,BUSINESS,60
PNR076770,P076770,FL04086,ECONOMY,110
PNR076771,P076771,FL04232,FIRST,88
PNR076772,P076772,FL03526,BUSINESS,146
PNR076773,P076773,FL00769,FIRST,43
PNR076774,P076774,FL09361,BUSINESS,31
PNR076775,P076775,FL03541,ECONOMY,94
PNR076776,P076776,FL02862,FIRST,73
PNR076777,P076777,FL01778,ECONOMY,50
PNR076778,P076778,FL01850,FIRST,47
PNR076779,P076779,FL03503,ECONOMY,62
PNR076780,P076780,FL07520,ECONOMY,147
PNR076781,P076781,FL05792,BUSINESS,20
PNR076782,P076782,FL06319,FIRST,85
PNR076783,P076783,FL00962,BUSINESS,76
PNR076784,P076784,FL07929,BUSINESS,131
PNR076785,P076785,FL07692,ECONOMY,84
PNR076786,P076786,FL05975,BUSINESS,137
PNR076787,P076787,FL08264,BUSINESS,15
PNR076788,P076788,FL00253,BUSINESS,55
PNR076789,P076789,FL05352,ECONOMY,130
PNR076790,P076790,FL07042,FIRST,85
PNR076791,P076791,FL06459,FIRST,81
PNR076792,P076792,FL00923,FIRST,139
PNR076793,P076793,FL05854,FIRST,76
PNR076794,P076794,FL09271,BUSINESS,147
PNR076795,P076795,FL08046,ECONOMY,80
PNR076796,P076796,FL09196,FIRST,116
PNR076797,P076797,FL09146,ECONOMY,22
PNR076798,P076798,FL02396,ECONOMY,103
PNR076799,P076799,FL03084,BUSINESS,50
PNR076800,P076800,FL01493,FIRST,4
PNR076801,P076801,FL06268,BUSINESS,148
PNR076802,P076802,FL03524,FIRST,42
PNR076803,P076803,FL02577,BUSINESS,18
PNR076804,P076804,FL07737,ECONOMY,111
PNR076805,P076805,FL09235,ECONOMY,24
PNR076806,P076806,FL09557,ECONOMY,79
PNR076807,P076807,FL00093,FIRST,58
PNR076808,P076808,FL07694,BUSINESS,143
PNR076809,P076809,FL04855,FIRST,127
PNR076810,P076810,FL03870,BUSINESS,65
PNR076811,P076811,FL07794,FIRST,84
PNR076812,P076812,FL05408,ECONOMY,115
PNR076813,P076813,FL01754,ECONOMY,58
PNR076814,P076814,FL03187,FIRST,123
PNR076815,P076815,FL07481,BUSINESS,149
PNR076816,P076816,FL07437,FIRST,19
PNR076817,P076817,FL07239,FIRST,5
PNR076818,P076818,FL09781,BUSINESS,42
PNR076819,P076819,FL07985,FIRST,57
PNR076820,P076820,FL06553,FIRST,52
PNR076821,P076821,FL00803,BUSINESS,96
PNR076822,P076822,FL08288,ECONOMY,73
PNR076823,P076823,FL06354,FIRST,11
PNR076824,P076824,FL02072,ECONOMY,77
PNR076825,P076825,FL07113,ECONOMY,59
PNR076826,P076826,FL02524,ECONOMY,117
PNR076827,P076827,FL03095,ECONOMY,67
PNR076828,P076828,FL03881,BUSINESS,76
PNR076829,P076829,FL00467,ECONOMY,44
PNR076830,P076830,FL05535,BUSINESS,97
PNR076831,P076831,FL01343,BUSINESS,7
PNR076832,P076832,FL04035,BUSINESS,93
PNR076833,P076833,FL07052,FIRST,142
PNR076834,P076834,FL00461,BUSINESS,90
PNR076835,P076835,FL07813,ECONOMY,29
PNR076836,P076836,FL02137,FIRST,88
PNR076837,P076837,FL06570,BUSINESS,39
PNR076838,P076838,FL08342,FIRST,121
PNR076839,P076839,FL02334,FIRST,9
PNR076840,P076840,FL05353,FIRST,115
PNR076841,P076841,FL08719,FIRST,9
PNR076842,P076842,FL08069,ECONOMY,92
PNR076843,P076843,FL02286,ECONOMY,31
PNR076844,P076844,FL06554,FIRST,73
PNR076845,P076845,FL05698,ECONOMY,62
PNR076846,P076846,FL08594,FIRST,68
PNR076847,P076847,FL07432,FIRST,9
PNR076848,P076848,FL07018,BUSINESS,52
PNR076849,P076849,FL07112,FIRST,37
PNR076850,P076850,FL02381,BUSINESS,110
PNR076851,P076851,FL06139,ECONOMY,92
PNR076852,P076852,FL00545,ECONOMY,46
PNR076853,P076853,FL00803,ECONOMY,8
PNR076854,P076854,FL03257,ECONOMY,92
PNR076855,P076855,FL00684,FIRST,75
PNR076856,P076856,FL02899,FIRST,33
PNR076857,P076857,FL05521,BUSINESS,105
PNR076858,P076858,FL09030,FIRST,27
PNR076859,P076859,FL01853,FIRST,41
PNR076860,P076860,FL09967,ECONOMY,73
PNR076861,P076861,FL02492,ECONOMY,7
PNR076862,P076862,FL03421,BUSINESS,27
PNR076863,P076863,FL09985,FIRST,105
PNR076864,P076864,FL07966,FIRST,75
PNR076865,P076865,FL07323,FIRST,84
PNR076866,P076866,FL02319,ECONOMY,84
PNR076867,P076867,FL05961,ECONOMY,113
PNR076868,P076868,FL01039,BUSINESS,27
PNR076869,P076869,FL06998,ECONOMY,43
PNR076870,P076870,FL06190,BUSINESS,37
PNR076871,P076871,FL09950,FIRST,33
PNR076872,P076872,FL09245,ECONOMY,54
PNR076873,P076873,FL04851,FIRST,50
PNR076874,P076874,FL03529,ECONOMY,115
PNR076875,P076875,FL01050,BUSINESS,51
PNR076876,P076876,FL06039,FIRST,42
PNR076877,P076877,FL03809,BUSINESS,3
PNR076878,P076878,FL01581,ECONOMY,109
PNR076879,P076879,FL06471,BUSINESS,43
PNR076880,P076880,FL09952,FIRST,20
PNR076881,P076881,FL07632,FIRST,113
PNR076882,P076882,FL03554,FIRST,24
PNR076883,P076883,FL09951,ECONOMY,98
PNR076884,P076884,FL09797,FIRST,146
PNR076885,P076885,FL01044,ECONOMY,16
PNR076886,P076886,FL02152,ECONOMY,74
PNR076887,P076887,FL08220,FIRST,129
PNR076888,P076888,FL04961,BUSINESS,134
PNR076889,P076889,FL06499,ECONOMY,16
PNR076890,P076890,FL00235,BUSINESS,89
PNR076891,P076891,FL05707,FIRST,66
PNR076892,P076892,FL06481,BUSINESS,67
PNR076893,P076893,FL03014,FIRST,119
PNR076894,P076894,FL00653,FIRST,85
PNR076895,P076895,FL06328,BUSINESS,30
PNR076896,P076896,FL00814,ECONOMY,21
PNR076897,P076897,FL03373,ECONOMY,73
PNR076898,P076898,FL04836,ECONOMY,132
PNR076899,P076899,FL01173,BUSINESS,70
PNR076900,P076900,FL05520,BUSINESS,72
PNR076901,P076901,FL02951,ECONOMY,31
PNR076902,P076902,FL04639,ECONOMY,8
PNR076903,P076903,FL02468,ECONOMY,111
PNR076904,P076904,FL09968,FIRST,2
PNR076905,P076905,FL01827,ECONOMY,84
PNR076906,P076906,FL07212,BUSINESS,113
PNR076907,P076907,FL02350,FIRST,144
PNR076908,P076908,FL05063,FIRST,12
PNR076909,P076909,FL03214,ECONOMY,97
PNR076910,P076910,FL06361,ECONOMY,87
PNR076911,P076911,FL08597,ECONOMY,7
PNR076912,P076912,FL00500,ECONOMY,105
PNR076913,P076913,FL02905,FIRST,28
PNR076914,P076914,FL06624,FIRST,5
PNR076915,P076915,FL04042,ECONOMY,78
PNR076916,P076916,FL04704,FIRST,99
PNR076917,P076917,FL02956,BUSINESS,84
PNR076918,P076918,FL04504,FIRST,88
PNR076919,P076919,FL06631,BUSINESS,99
PNR076920,P076920,FL04880,FIRST,5
PNR076921,P076921,FL09851,ECONOMY,74
PNR076922,P076922,FL07562,FIRST,127
PNR076923,P076923,FL09231,FIRST,37
PNR076924,P076924,FL08447,FIRST,40
PNR076925,P076925,FL07688,ECONOMY,11
PNR076926,P076926,FL00826,ECONOMY,81
PNR076927,P076927,FL02215,BUSINESS,143
PNR076928,P076928,FL09176,FIRST,84
PNR076929,P076929,FL09054,BUSINESS,121
PNR076930,P076930,FL04411,ECONOMY,125
PNR076931,P076931,FL07163,FIRST,146
PNR076932,P076932,FL03387,BUSINESS,32
PNR076933,P076933,FL02621,ECONOMY,99
PNR076934,P076934,FL02392,ECONOMY,22
PNR076935,P076935,FL03928,BUSINESS,15
PNR076936,P076936,FL05879,FIRST,38
PNR076937,P076937,FL00940,ECONOMY,49
PNR076938,P076938,FL06006,FIRST,137
PNR076939,P076939,FL06383,ECONOMY,44
PNR076940,P076940,FL07149,FIRST,146
PNR076941,P076941,FL01125,ECONOMY,67
PNR076942,P076942,FL09584,FIRST,97
PNR076943,P076943,FL07504,BUSINESS,16
PNR076944,P076944,FL04347,ECONOMY,0
PNR076945,P076945,FL06623,BUSINESS,52
PNR076946,P076946,FL08316,ECONOMY,108
PNR076947,P076947,FL03458,FIRST,43
PNR076948,P076948,FL00928,BUSINESS,128
PNR076949,P076949,FL01297,FIRST,79
PNR076950,P076950,FL09151,FIRST,147
PNR076951,P076951,FL07039,BUSINESS,127
PNR076952,P076952,FL07460,ECONOMY,130
PNR076953,P076953,FL06357,ECONOMY,7
PNR076954,P076954,FL03663,FIRST,107
PNR076955,P076955,FL00023,ECONOMY,75
PNR076956,P076956,FL08536,ECONOMY,147
PNR076957,P076957,FL04243,FIRST,44
PNR076958,P076958,FL07557,FIRST,11
PNR076959,P076959,FL08235,ECONOMY,17
PNR076960,P076960,FL02360,FIRST,106
PNR076961,P076961,FL01558,FIRST,37
PNR076962,P076962,FL02331,ECONOMY,36
PNR076963,P076963,FL04816,ECONOMY,125
PNR076964,P076964,FL01100,BUSINESS,15
PNR076965,P076965,FL04234,BUSINESS,119
PNR076966,P076966,FL03737,FIRST,56
PNR076967,P076967,FL09342,BUSINESS,123
PNR076968,P076968,FL08234,FIRST,76
PNR076969,P076969,FL01241,BUSINESS,36
PNR076970,P076970,FL05244,BUSINESS,137
PNR076971,P076971,FL00822,BUSINESS,116
PNR076972,P076972,FL09763,ECONOMY,16
PNR076973,P076973,FL05176,FIRST,77
PNR076974,P076974,FL04488,BUSINESS,33
PNR076975,P076975,FL09840,FIRST,45
PNR076976,P076976,FL00978,FIRST,85
PNR076977,P076977,FL00149,FIRST,66
PNR076978,P076978,FL06661,BUSINESS,80
PNR076979,P076979,FL01617,BUSINESS,108
PNR076980,P076980,FL07050,FIRST,5
PNR076981,P076981,FL04082,ECONOMY,123
PNR076982,P076982,FL03639,ECONOMY,115
PNR076983,P076983,FL09325,FIRST,104
PNR076984,P076984,FL02375,ECONOMY,42
PNR076985,P076985,FL09726,FIRST,95
PNR076986,P076986,FL05371,BUSINESS,6
PNR076987,P076987,FL04271,FIRST,107
PNR076988,P076988,FL06159,FIRST,64
PNR076989,P076989,FL01859,ECONOMY,27
PNR076990,P076990,FL03922,FIRST,118
PNR076991,P076991,FL02151,BUSINESS,39
PNR076992,P076992,FL07938,ECONOMY,105
PNR076993,P076993,FL02168,BUSINESS,14
PNR076994,P076994,FL02080,ECONOMY,148
PNR076995,P076995,FL01581,ECONOMY,41
PNR076996,P076996,FL05580,ECONOMY,16
PNR076997,P076997,FL01517,BUSINESS,134
PNR076998,P076998,FL04262,ECONOMY,110
PNR076999,P076999,FL02078,FIRST,91
PNR077000,P077000,FL04499,ECONOMY,26
PNR077001,P077001,FL09786,BUSINESS,92
PNR077002,P077002,FL09629,ECONOMY,129
PNR077003,P077003,FL08398,BUSINESS,29
PNR077004,P077004,FL08591,BUSINESS,92
PNR077005,P077005,FL06619,FIRST,32
PNR077006,P077006,FL08570,ECONOMY,72
PNR077007,P077007,FL02765,FIRST,106
PNR077008,P077008,FL03220,ECONOMY,112
PNR077009,P077009,FL03680,ECONOMY,57
PNR077010,P077010,FL01254,BUSINESS,100
PNR077011,P077011,FL07226,BUSINESS,129
PNR077012,P077012,FL06136,BUSINESS,128
PNR077013,P077013,FL07762,BUSINESS,63
PNR077014,P077014,FL02418,BUSINESS,113
PNR077015,P077015,FL07100,FIRST,29
PNR077016,P077016,FL07322,ECONOMY,102
PNR077017,P077017,FL08353,FIRST,27
PNR077018,P077018,FL01491,ECONOMY,108
PNR077019,P077019,FL01255,BUSINESS,12
PNR077020,P077020,FL09241,ECONOMY,136
PNR077021,P077021,FL08652,BUSINESS,46
PNR077022,P077022,FL04413,ECONOMY,13
PNR077023,P077023,FL03416,BUSINESS,127
PNR077024,P077024,FL02530,BUSINESS,43
PNR077025,P077025,FL02503,ECONOMY,10
PNR077026,P077026,FL06792,FIRST,76
PNR077027,P077027,FL05123,FIRST,0
PNR077028,P077028,FL07043,BUSINESS,78
PNR077029,P077029,FL08974,FIRST,27
PNR077030,P077030,FL01393,FIRST,141
PNR077031,P077031,FL02797,FIRST,30
PNR077032,P077032,FL02450,ECONOMY,66
PNR077033,P077033,FL03092,FIRST,98
PNR077034,P077034,FL09855,BUSINESS,83
PNR077035,P077035,FL06005,BUSINESS,148
PNR077036,P077036,FL07864,BUSINESS,116
PNR077037,P077037,FL03119,BUSINESS,42
PNR077038,P077038,FL07641,BUSINESS,4
PNR077039,P077039,FL05898,ECONOMY,2
PNR077040,P077040,FL07160,FIRST,64
PNR077041,P077041,FL05413,FIRST,69
PNR077042,P077042,FL09103,ECONOMY,31
PNR077043,P077043,FL08548,FIRST,114
PNR077044,P077044,FL09208,FIRST,138
PNR077045,P077045,FL09057,BUSINESS,73
PNR077046,P077046,FL00477,FIRST,94
PNR077047,P077047,FL08331,BUSINESS,41
PNR077048,P077048,FL05363,FIRST,146
PNR077049,P077049,FL06538,FIRST,121
PNR077050,P077050,FL02012,ECONOMY,72
PNR077051,P077051,FL01254,BUSINESS,17
PNR077052,P077052,FL08070,BUSINESS,124
PNR077053,P077053,FL00910,FIRST,49
PNR077054,P077054,FL00832,FIRST,66
PNR077055,P077055,FL09854,FIRST,145
PNR077056,P077056,FL00275,BUSINESS,109
PNR077057,P077057,FL05745,FIRST,65
PNR077058,P077058,FL04836,ECONOMY,24
PNR077059,P077059,FL03747,FIRST,136
PNR077060,P077060,FL01144,ECONOMY,77
PNR077061,P077061,FL01453,BUSINESS,44
PNR077062,P077062,FL07703,BUSINESS,98
PNR077063,P077063,FL02092,ECONOMY,10
PNR077064,P077064,FL08873,FIRST,142
PNR077065,P077065,FL06859,BUSINESS,7
PNR077066,P077066,FL08179,ECONOMY,141
PNR077067,P077067,FL02666,ECONOMY,1
PNR077068,P077068,FL02861,BUSINESS,101
PNR077069,P077069,FL03537,ECONOMY,81
PNR077070,P077070,FL09161,FIRST,122
PNR077071,P077071,FL03764,ECONOMY,129
PNR077072,P077072,FL08272,FIRST,127
PNR077073,P077073,FL00634,FIRST,141
PNR077074,P077074,FL00573,BUSINESS,92
PNR077075,P077075,FL06826,ECONOMY,28
PNR077076,P077076,FL04498,FIRST,101
PNR077077,P077077,FL07579,FIRST,48
PNR077078,P077078,FL09491,ECONOMY,149
PNR077079,P077079,FL00361,ECONOMY,88
PNR077080,P077080,FL05124,ECONOMY,52
PNR077081,P077081,FL08157,ECONOMY,147
PNR077082,P077082,FL05649,BUSINESS,1
PNR077083,P077083,FL09036,ECONOMY,94
PNR077084,P077084,FL00549,BUSINESS,123
PNR077085,P077085,FL03081,FIRST,89
PNR077086,P077086,FL07920,ECONOMY,21
PNR077087,P077087,FL06940,FIRST,89
PNR077088,P077088,FL00801,BUSINESS,74
PNR077089,P077089,FL06079,ECONOMY,92
PNR077090,P077090,FL08177,BUSINESS,24
PNR077091,P077091,FL09424,ECONOMY,3
PNR077092,P077092,FL08562,FIRST,89
PNR077093,P077093,FL08419,FIRST,53
PNR077094,P077094,FL03433,BUSINESS,102
PNR077095,P077095,FL02035,ECONOMY,116
PNR077096,P077096,FL02237,FIRST,109
PNR077097,P077097,FL04025,BUSINESS,20
PNR077098,P077098,FL03710,ECONOMY,41
PNR077099,P077099,FL07624,FIRST,112
PNR077100,P077100,FL09395,ECONOMY,82
PNR077101,P077101,FL02621,BUSINESS,37
PNR077102,P077102,FL05027,FIRST,4
PNR077103,P077103,FL09337,FIRST,125
PNR077104,P077104,FL04815,ECONOMY,55
PNR077105,P077105,FL01949,FIRST,94
PNR077106,P077106,FL07713,FIRST,122
PNR077107,P077107,FL07663,FIRST,60
PNR077108,P077108,FL01085,FIRST,63
PNR077109,P077109,FL05724,ECONOMY,67
PNR077110,P077110,FL00664,ECONOMY,4
PNR077111,P077111,FL04914,ECONOMY,30
PNR077112,P077112,FL07352,FIRST,71
PNR077113,P077113,FL00869,ECONOMY,138
PNR077114,P077114,FL02439,ECONOMY,37
PNR077115,P077115,FL02465,FIRST,74
PNR077116,P077116,FL07895,BUSINESS,70
PNR077117,P077117,FL03282,FIRST,89
PNR077118,P077118,FL09785,ECONOMY,77
PNR077119,P077119,FL03435,FIRST,15
PNR077120,P077120,FL00537,ECONOMY,69
PNR077121,P077121,FL06271,ECONOMY,19
PNR077122,P077122,FL04617,ECONOMY,103
PNR077123,P077123,FL09559,FIRST,73
