flight_id,total_seats,available_seats
FL04658,202,202
FL04659,125,125
FL04660,216,216
FL04661,168,168
FL04662,159,159
FL04663,202,202
FL04664,184,184
FL04665,188,188
FL04666,146,146
FL04667,199,199
FL04668,125,125
FL04669,132,132
FL04670,183,183
FL04671,181,181
FL04672,218,218
FL04673,138,138
FL04674,195,195
FL04675,199,199
FL04676,162,162
FL04677,193,193
FL04678,208,208
FL04679,139,139
FL04680,214,214
FL04681,187,187
FL04682,163,163
FL04683,142,142
FL04684,121,121
FL04685,141,141
FL04686,176,176
FL04687,191,191
FL04688,126,126
FL04689,197,197
FL04690,175,175
FL04691,186,186
FL04692,135,135
FL04693,202,202
FL04694,170,170
FL04695,201,201
FL04696,199,199
FL04697,191,191
FL04698,216,216
FL04699,131,131
FL04700,172,172
FL04701,194,194
FL04702,124,124
FL04703,146,146
FL04704,131,131
FL04705,136,136
FL04706,125,125
FL04707,216,216
FL04708,124,124
FL04709,176,176
FL04710,147,147
FL04711,197,197
FL04712,188,188
FL04713,178,178
FL04714,152,152
FL04715,181,181
FL04716,169,169
FL04717,138,138
FL04718,205,205
FL04719,188,188
FL04720,185,185
FL04721,213,213
FL04722,166,166
FL04723,158,158
FL04724,187,187
FL04725,152,152
FL04726,132,132
FL04727,203,203
FL04728,173,173
FL04729,126,126
FL04730,198,198
FL04731,206,206
FL04732,133,133
FL04733,206,206
FL04734,138,138
FL04735,173,173
FL04736,212,212
FL04737,139,139
FL04738,148,148
FL04739,143,143
FL04740,201,201
FL04741,182,182
FL04742,193,193
FL04743,176,176
FL04744,127,127
FL04745,209,209
FL04746,181,181
FL04747,148,148
FL04748,193,193
FL04749,136,136
FL04750,185,185
FL04751,125,125
FL04752,177,177
FL04753,188,188
FL04754,147,147
FL04755,181,181
FL04756,160,160
FL04757,188,188
FL04758,201,201
FL04759,209,209
FL04760,203,203
FL04761,160,160
FL04762,168,168
FL04763,210,210
FL04764,168,168
FL04765,195,195
FL04766,190,190
FL04767,122,122
FL04768,129,129
FL04769,217,217
FL04770,208,208
FL04771,154,154
FL04772,199,199
FL04773,121,121
FL04774,143,143
FL04775,193,193
FL04776,157,157
FL04777,141,141
FL04778,145,145
FL04779,162,162
FL04780,174,174
FL04781,158,158
FL04782,210,210
FL04783,148,148
FL04784,139,139
FL04785,210,210
FL04786,160,160
FL04787,173,173
FL04788,139,139
FL04789,138,138
FL04790,203,203
FL04791,218,218
FL04792,185,185
FL04793,149,149
FL04794,172,172
FL04795,153,153
FL04796,141,141
FL04797,186,186
FL04798,125,125
FL04799,198,198
FL04800,146,146
FL04801,129,129
FL04802,192,192
FL04803,216,216
FL04804,215,215
FL04805,167,167
FL04806,189,189
FL04807,178,178
FL04808,219,219
FL04809,178,178
FL04810,121,121
FL04811,148,148
FL04812,187,187
FL04813,184,184
FL04814,202,202
FL04815,145,145
FL04816,208,208
FL04817,129,129
FL04818,172,172
FL04819,198,198
FL04820,178,178
FL04821,141,141
FL04822,170,170
FL04823,167,167
FL04824,140,140
FL04825,141,141
FL04826,219,219
FL04827,217,217
FL04828,149,149
FL04829,144,144
FL04830,147,147
FL04831,184,184
FL04832,164,164
FL04833,187,187
FL04834,126,126
FL04835,168,168
FL04836,128,128
FL04837,155,155
FL04838,202,202
FL04839,120,120
FL04840,129,129
FL04841,155,155
FL04842,192,192
FL04843,165,165
FL04844,151,151
FL04845,151,151
FL04846,125,125
FL04847,167,167
FL04848,157,157
FL04849,136,136
FL04850,193,193
FL04851,146,146
FL04852,173,173
FL04853,169,169
FL04854,154,154
FL04855,204,204
FL04856,144,144
FL04857,147,147
FL04858,134,134
FL04859,123,123
FL04860,212,212
FL04861,192,192
FL04862,146,146
FL04863,145,145
FL04864,138,138
FL04865,211,211
FL04866,136,136
FL04867,162,162
FL04868,160,160
FL04869,161,161
FL04870,169,169
FL04871,203,203
FL04872,159,159
FL04873,158,158
FL04874,142,142
FL04875,215,215
FL04876,171,171
FL04877,166,166
FL04878,182,182
FL04879,216,216
FL04880,188,188
FL04881,162,162
FL04882,167,167
FL04883,153,153
FL04884,159,159
FL04885,194,194
FL04886,180,180
FL04887,169,169
FL04888,186,186
FL04889,181,181
FL04890,177,177
FL04891,152,152
FL04892,194,194
FL04893,135,135
FL04894,201,201
FL04895,213,213
FL04896,167,167
FL04897,129,129
FL04898,201,201
FL04899,157,157
FL04900,138,138
FL04901,155,155
FL04902,178,178
FL04903,182,182
FL04904,196,196
FL04905,165,165
FL04906,122,122
FL04907,193,193
FL04908,184,184
FL04909,210,210
FL04910,127,127
FL04911,170,170
FL04912,200,200
FL04913,192,192
FL04914,125,125
FL04915,208,208
FL04916,158,158
FL04917,179,179
FL04918,147,147
FL04919,216,216
FL04920,173,173
FL04921,156,156
FL04922,128,128
FL04923,201,201
FL04924,175,175
FL04925,178,178
FL04926,204,204
FL04927,121,121
FL04928,180,180
FL04929,177,177
FL04930,179,179
FL04931,159,159
FL04932,155,155
FL04933,156,156
FL04934,198,198
FL04935,211,211
FL04936,137,137
FL04937,217,217
FL04938,182,182
FL04939,141,141
FL04940,130,130
FL04941,177,177
FL04942,176,176
FL04943,196,196
FL04944,123,123
FL04945,205,205
FL04946,126,126
FL04947,180,180
FL04948,173,173
FL04949,207,207
FL04950,187,187
FL04951,211,211
FL04952,198,198
FL04953,120,120
FL04954,174,174
FL04955,122,122
FL04956,197,197
FL04957,157,157
FL04958,120,120
FL04959,157,157
FL04960,204,204
FL04961,148,148
FL04962,124,124
FL04963,193,193
FL04964,211,211
FL04965,140,140
FL04966,190,190
FL04967,186,186
FL04968,166,166
FL04969,203,203
FL04970,202,202
FL04971,154,154
FL04972,187,187
FL04973,188,188
FL04974,120,120
FL04975,187,187
FL04976,131,131
FL04977,179,179
FL04978,146,146
FL04979,175,175
FL04980,142,142
FL04981,144,144
FL04982,140,140
FL04983,180,180
FL04984,182,182
FL04985,171,171
FL04986,207,207
FL04987,144,144
FL04988,174,174
FL04989,165,165
FL04990,151,151
FL04991,174,174
FL04992,215,215
FL04993,124,124
FL04994,155,155
FL04995,168,168
FL04996,177,177
FL04997,158,158
FL04998,199,199
FL04999,216,216
FL05000,204,204
FL05001,180,180
FL05002,128,128
FL05003,125,125
FL05004,154,154
FL05005,158,158
FL05006,141,141
FL05007,160,160
FL05008,124,124
FL05009,161,161
FL05010,206,206
FL05011,200,200
FL05012,195,195
FL05013,206,206
FL05014,199,199
FL05015,186,186
FL05016,149,149
FL05017,176,176
FL05018,205,205
FL05019,192,192
FL05020,148,148
FL05021,156,156
FL05022,206,206
FL05023,132,132
FL05024,151,151
FL05025,165,165
FL05026,142,142
FL05027,164,164
FL05028,136,136
FL05029,204,204
FL05030,185,185
FL05031,125,125
FL05032,137,137
FL05033,213,213
FL05034,141,141
FL05035,152,152
FL05036,149,149
FL05037,200,200
FL05038,151,151
FL05039,161,161
FL05040,197,197
FL05041,129,129
FL05042,155,155
FL05043,153,153
FL05044,192,192
FL05045,147,147
FL05046,130,130
FL05047,197,197
FL05048,158,158
FL05049,166,166
FL05050,138,138
FL05051,134,134
FL05052,147,147
FL05053,143,143
FL05054,191,191
FL05055,128,128
FL05056,166,166
FL05057,152,152
FL05058,181,181
FL05059,216,216
FL05060,138,138
FL05061,186,186
FL05062,193,193
FL05063,159,159
FL05064,166,166
FL05065,184,184
FL05066,148,148
FL05067,169,169
FL05068,217,217
FL05069,132,132
FL05070,120,120
FL05071,153,153
FL05072,212,212
FL05073,167,167
FL05074,196,196
FL05075,167,167
FL05076,168,168
FL05077,183,183
FL05078,180,180
FL05079,148,148
FL05080,158,158
FL05081,207,207
FL05082,145,145
FL05083,136,136
FL05084,190,190
FL05085,132,132
FL05086,188,188
FL05087,145,145
FL05088,168,168
FL05089,186,186
FL05090,126,126
FL05091,177,177
FL05092,168,168
FL05093,172,172
FL05094,184,184
FL05095,181,181
FL05096,136,136
FL05097,162,162
FL05098,144,144
FL05099,122,122
FL05100,198,198
FL05101,148,148
FL05102,151,151
FL05103,145,145
FL05104,135,135
FL05105,144,144
FL05106,173,173
FL05107,147,147
FL05108,192,192
FL05109,175,175
FL05110,184,184
FL05111,212,212
FL05112,205,205
FL05113,199,199
FL05114,160,160
FL05115,170,170
FL05116,190,190
FL05117,197,197
FL05118,148,148
FL05119,202,202
FL05120,138,138
FL05121,185,185
FL05122,160,160
FL05123,164,164
FL05124,134,134
FL05125,122,122
FL05126,130,130
FL05127,172,172
FL05128,165,165
FL05129,149,149
FL05130,176,176
FL05131,137,137
FL05132,170,170
FL05133,167,167
FL05134,185,185
FL05135,215,215
FL05136,127,127
FL05137,141,141
FL05138,125,125
FL05139,195,195
FL05140,176,176
FL05141,155,155
FL05142,198,198
FL05143,211,211
FL05144,176,176
FL05145,168,168
FL05146,164,164
FL05147,201,201
FL05148,185,185
FL05149,196,196
FL05150,164,164
FL05151,198,198
FL05152,139,139
FL05153,183,183
FL05154,212,212
FL05155,212,212
FL05156,186,186
FL05157,202,202
FL05158,122,122
FL05159,173,173
FL05160,197,197
FL05161,183,183
FL05162,159,159
FL05163,178,178
FL05164,174,174
FL05165,181,181
FL05166,123,123
FL05167,179,179
FL05168,194,194
FL05169,214,214
FL05170,215,215
FL05171,210,210
FL05172,149,149
FL05173,121,121
FL05174,181,181
FL05175,168,168
FL05176,128,128
FL05177,211,211
FL05178,150,150
FL05179,217,217
FL05180,180,180
FL05181,198,198
FL05182,167,167
FL05183,144,144
FL05184,155,155
FL05185,127,127
FL05186,192,192
FL05187,177,177
FL05188,164,164
FL05189,181,181
FL05190,158,158
FL05191,215,215
FL05192,177,177
FL05193,200,200
FL05194,218,218
FL05195,202,202
FL05196,183,183
FL05197,163,163
FL05198,148,148
FL05199,178,178
FL05200,190,190
FL05201,211,211
FL05202,128,128
FL05203,211,211
FL05204,125,125
FL05205,148,148
FL05206,177,177
FL05207,136,136
FL05208,135,135
FL05209,206,206
FL05210,214,214
FL05211,122,122
FL05212,140,140
FL05213,183,183
FL05214,209,209
FL05215,155,155
FL05216,205,205
FL05217,181,181
FL05218,161,161
FL05219,195,195
FL05220,161,161
FL05221,180,180
FL05222,132,132
FL05223,130,130
FL05224,173,173
FL05225,135,135
FL05226,127,127
FL05227,178,178
FL05228,176,176
FL05229,159,159
FL05230,178,178
FL05231,121,121
FL05232,213,213
FL05233,213,213
FL05234,195,195
FL05235,129,129
FL05236,163,163
FL05237,130,130
FL05238,198,198
FL05239,199,199
FL05240,200,200
FL05241,209,209
FL05242,121,121
FL05243,169,169
FL05244,131,131
FL05245,209,209
FL05246,142,142
FL05247,137,137
FL05248,181,181
FL05249,215,215
FL05250,181,181
FL05251,157,157
FL05252,186,186
FL05253,157,157
FL05254,186,186
FL05255,213,213
FL05256,180,180
FL05257,120,120
FL05258,213,213
FL05259,164,164
FL05260,215,215
FL05261,147,147
FL05262,140,140
FL05263,132,132
FL05264,146,146
FL05265,219,219
FL05266,126,126
FL05267,141,141
FL05268,193,193
FL05269,172,172
FL05270,198,198
FL05271,198,198
FL05272,123,123
FL05273,215,215
FL05274,142,142
FL05275,189,189
FL05276,207,207
FL05277,203,203
FL05278,203,203
FL05279,195,195
FL05280,152,152
FL05281,147,147
FL05282,127,127
FL05283,120,120
FL05284,156,156
FL05285,182,182
FL05286,141,141
FL05287,189,189
FL05288,140,140
FL05289,215,215
FL05290,154,154
FL05291,198,198
FL05292,124,124
FL05293,179,179
FL05294,165,165
FL05295,169,169
FL05296,167,167
FL05297,125,125
FL05298,208,208
FL05299,175,175
FL05300,178,178
FL05301,148,148
FL05302,190,190
FL05303,196,196
FL05304,137,137
FL05305,121,121
FL05306,127,127
FL05307,194,194
FL05308,216,216
FL05309,173,173
FL05310,157,157
FL05311,167,167
FL05312,146,146
FL05313,139,139
FL05314,131,131
FL05315,162,162
FL05316,180,180
FL05317,150,150
FL05318,210,210
FL05319,215,215
FL05320,180,180
FL05321,193,193
FL05322,186,186
FL05323,210,210
FL05324,154,154
FL05325,214,214
FL05326,134,134
FL05327,135,135
FL05328,132,132
FL05329,154,154
FL05330,194,194
FL05331,178,178
FL05332,140,140
FL05333,173,173
FL05334,194,194
FL05335,149,149
FL05336,167,167
FL05337,154,154
FL05338,205,205
FL05339,157,157
FL05340,150,150
FL05341,197,197
FL05342,143,143
FL05343,168,168
FL05344,215,215
FL05345,219,219
FL05346,151,151
FL05347,174,174
FL05348,198,198
FL05349,177,177
FL05350,218,218
FL05351,122,122
FL05352,199,199
FL05353,188,188
FL05354,204,204
FL05355,129,129
FL05356,202,202
FL05357,144,144
FL05358,187,187
FL05359,180,180
FL05360,148,148
FL05361,138,138
FL05362,162,162
FL05363,185,185
FL05364,193,193
FL05365,180,180
FL05366,162,162
FL05367,144,144
FL05368,139,139
FL05369,167,167
FL05370,202,202
FL05371,206,206
FL05372,143,143
FL05373,130,130
FL05374,217,217
FL05375,174,174
FL05376,147,147
FL05377,188,188
FL05378,182,182
FL05379,178,178
FL05380,124,124
FL05381,170,170
FL05382,140,140
FL05383,131,131
FL05384,169,169
FL05385,123,123
FL05386,161,161
FL05387,203,203
FL05388,157,157
FL05389,144,144
FL05390,133,133
FL05391,194,194
FL05392,151,151
FL05393,130,130
FL05394,180,180
FL05395,137,137
FL05396,146,146
FL05397,174,174
FL05398,173,173
FL05399,201,201
FL05400,206,206
FL05401,194,194
FL05402,140,140
FL05403,163,163
FL05404,124,124
FL05405,206,206
FL05406,160,160
FL05407,178,178
FL05408,208,208
FL05409,173,173
FL05410,193,193
FL05411,141,141
FL05412,202,202
FL05413,184,184
FL05414,183,183
FL05415,190,190
FL05416,123,123
FL05417,184,184
FL05418,134,134
FL05419,195,195
FL05420,141,141
FL05421,205,205
FL05422,166,166
FL05423,200,200
FL05424,212,212
FL05425,165,165
FL05426,133,133
FL05427,169,169
FL05428,139,139
FL05429,169,169
FL05430,152,152
FL05431,178,178
FL05432,162,162
FL05433,198,198
FL05434,131,131
FL05435,159,159
FL05436,139,139
FL05437,213,213
FL05438,157,157
FL05439,122,122
FL05440,147,147
FL05441,175,175
FL05442,209,209
FL05443,213,213
FL05444,132,132
FL05445,196,196
FL05446,185,185
FL05447,156,156
FL05448,168,168
FL05449,185,185
FL05450,155,155
FL05451,173,173
FL05452,145,145
FL05453,194,194
FL05454,191,191
FL05455,159,159
FL05456,162,162
FL05457,141,141
FL05458,139,139
FL05459,127,127
FL05460,148,148
FL05461,159,159
FL05462,209,209
FL05463,149,149
FL05464,200,200
FL05465,203,203
FL05466,174,174
FL05467,135,135
FL05468,165,165
FL05469,181,181
FL05470,126,126
FL05471,199,199
FL05472,164,164
FL05473,178,178
FL05474,175,175
FL05475,167,167
FL05476,146,146
FL05477,172,172
FL05478,206,206
FL05479,207,207
FL05480,192,192
FL05481,154,154
FL05482,170,170
FL05483,203,203
FL05484,156,156
FL05485,200,200
FL05486,214,214
FL05487,176,176
FL05488,127,127
FL05489,198,198
FL05490,214,214
FL05491,213,213
FL05492,139,139
FL05493,172,172
FL05494,131,131
FL05495,168,168
FL05496,136,136
FL05497,183,183
FL05498,161,161
FL05499,213,213
FL05500,148,148
FL05501,138,138
FL05502,130,130
FL05503,217,217
FL05504,169,169
FL05505,190,190
FL05506,177,177
FL05507,153,153
FL05508,139,139
FL05509,169,169
FL05510,207,207
FL05511,129,129
FL05512,151,151
FL05513,171,171
FL05514,134,134
FL05515,203,203
FL05516,122,122
FL05517,156,156
FL05518,159,159
FL05519,191,191
FL05520,159,159
FL05521,175,175
FL05522,142,142
FL05523,130,130
FL05524,183,183
FL05525,127,127
FL05526,212,212
FL05527,213,213
FL05528,175,175
FL05529,179,179
FL05530,129,129
FL05531,158,158
FL05532,147,147
FL05533,168,168
FL05534,155,155
FL05535,132,132
FL05536,215,215
FL05537,155,155
FL05538,145,145
FL05539,205,205
FL05540,123,123
FL05541,214,214
FL05542,201,201
FL05543,183,183
FL05544,157,157
FL05545,207,207
FL05546,206,206
FL05547,141,141
FL05548,121,121
FL05549,150,150
FL05550,130,130
FL05551,211,211
FL05552,165,165
FL05553,215,215
FL05554,181,181
FL05555,188,188
FL05556,183,183
FL05557,129,129
FL05558,159,159
FL05559,143,143
FL05560,218,218
FL05561,163,163
FL05562,179,179
FL05563,181,181
FL05564,206,206
FL05565,136,136
FL05566,184,184
FL05567,214,214
FL05568,214,214
FL05569,176,176
FL05570,174,174
FL05571,172,172
FL05572,175,175
FL05573,217,217
FL05574,128,128
FL05575,141,141
FL05576,132,132
FL05577,208,208
FL05578,167,167
FL05579,137,137
FL05580,195,195
FL05581,159,159
FL05582,136,136
FL05583,134,134
FL05584,134,134
FL05585,198,198
FL05586,182,182
FL05587,158,158
FL05588,132,132
FL05589,200,200
FL05590,151,151
FL05591,128,128
FL05592,159,159
FL05593,139,139
FL05594,209,209
FL05595,210,210
FL05596,204,204
FL05597,201,201
FL05598,196,196
FL05599,199,199
FL05600,192,192
FL05601,182,182
FL05602,195,195
FL05603,163,163
FL05604,157,157
FL05605,202,202
FL05606,179,179
FL05607,190,190
FL05608,218,218
FL05609,167,167
FL05610,137,137
FL05611,135,135
FL05612,174,174
FL05613,158,158
FL05614,187,187
FL05615,178,178
FL05616,208,208
FL05617,215,215
FL05618,181,181
FL05619,132,132
FL05620,200,200
FL05621,125,125
FL05622,202,202
FL05623,196,196
FL05624,179,179
FL05625,209,209
FL05626,133,133
FL05627,214,214
FL05628,173,173
FL05629,123,123
FL05630,158,158
FL05631,191,191
FL05632,144,144
FL05633,196,196
FL05634,151,151
FL05635,178,178
FL05636,182,182
FL05637,157,157
FL05638,211,211
FL05639,172,172
FL05640,213,213
FL05641,186,186
FL05642,147,147
FL05643,122,122
FL05644,217,217
FL05645,199,199
FL05646,141,141
FL05647,215,215
FL05648,157,157
FL05649,191,191
FL05650,191,191
FL05651,181,181
FL05652,176,176
FL05653,125,125
FL05654,197,197
FL05655,151,151
FL05656,218,218
FL05657,129,129
FL05658,122,122
FL05659,178,178
FL05660,195,195
FL05661,168,168
FL05662,178,178
FL05663,150,150
FL05664,212,212
FL05665,188,188
FL05666,181,181
FL05667,171,171
FL05668,208,208
FL05669,160,160
FL05670,150,150
FL05671,204,204
FL05672,203,203
FL05673,141,141
FL05674,123,123
FL05675,132,132
FL05676,164,164
FL05677,161,161
FL05678,168,168
FL05679,139,139
FL05680,196,196
FL05681,200,200
FL05682,173,173
FL05683,155,155
FL05684,216,216
FL05685,120,120
FL05686,134,134
FL05687,196,196
FL05688,136,136
FL05689,143,143
FL05690,177,177
FL05691,191,191
FL05692,210,210
FL05693,142,142
FL05694,165,165
FL05695,191,191
FL05696,127,127
FL05697,178,178
FL05698,209,209
FL05699,178,178
FL05700,132,132
FL05701,158,158
FL05702,147,147
FL05703,208,208
FL05704,180,180
FL05705,135,135
FL05706,121,121
FL05707,201,201
FL05708,136,136
FL05709,149,149
FL05710,132,132
FL05711,215,215
FL05712,212,212
FL05713,213,213
FL05714,201,201
FL05715,132,132
FL05716,162,162
FL05717,204,204
FL05718,213,213
FL05719,140,140
FL05720,174,174
FL05721,200,200
FL05722,159,159
FL05723,202,202
FL05724,134,134
FL05725,192,192
FL05726,171,171
FL05727,193,193
FL05728,214,214
FL05729,172,172
FL05730,206,206
FL05731,171,171
FL05732,149,149
FL05733,152,152
FL05734,176,176
FL05735,171,171
FL05736,128,128
FL05737,173,173
FL05738,120,120
FL05739,163,163
FL05740,218,218
FL05741,194,194
FL05742,217,217
FL05743,199,199
FL05744,128,128
FL05745,151,151
FL05746,134,134
FL05747,131,131
FL05748,216,216
FL05749,197,197
FL05750,176,176
FL05751,127,127
FL05752,191,191
FL05753,146,146
FL05754,181,181
FL05755,131,131
FL05756,184,184
FL05757,161,161
FL05758,181,181
FL05759,130,130
FL05760,162,162
FL05761,214,214
FL05762,136,136
FL05763,216,216
FL05764,151,151
FL05765,212,212
FL05766,204,204
FL05767,204,204
FL05768,159,159
FL05769,142,142
FL05770,175,175
FL05771,125,125
FL05772,205,205
FL05773,169,169
FL05774,156,156
FL05775,183,183
FL05776,173,173
FL05777,191,191
FL05778,168,168
FL05779,218,218
FL05780,130,130
FL05781,207,207
FL05782,168,168
FL05783,140,140
FL05784,185,185
FL05785,182,182
FL05786,202,202
FL05787,147,147
FL05788,136,136
FL05789,125,125
FL05790,138,138
FL05791,175,175
FL05792,147,147
FL05793,185,185
FL05794,157,157
FL05795,156,156
FL05796,187,187
FL05797,205,205
FL05798,209,209
FL05799,168,168
FL05800,162,162
FL05801,155,155
FL05802,177,177
FL05803,132,132
FL05804,171,171
FL05805,177,177
FL05806,151,151
FL05807,200,200
FL05808,219,219
FL05809,179,179
FL05810,202,202
FL05811,177,177
FL05812,218,218
FL05813,175,175
FL05814,147,147
FL05815,120,120
FL05816,161,161
FL05817,201,201
FL05818,167,167
FL05819,159,159
FL05820,216,216
FL05821,182,182
FL05822,195,195
FL05823,191,191
FL05824,207,207
FL05825,199,199
FL05826,123,123
FL05827,157,157
FL05828,146,146
FL05829,128,128
FL05830,135,135
FL05831,175,175
FL05832,195,195
FL05833,150,150
FL05834,207,207
FL05835,133,133
FL05836,144,144
FL05837,153,153
FL05838,186,186
FL05839,143,143
FL05840,192,192
FL05841,145,145
FL05842,139,139
FL05843,183,183
FL05844,129,129
FL05845,202,202
FL05846,186,186
FL05847,143,143
FL05848,124,124
FL05849,186,186
FL05850,177,177
FL05851,146,146
FL05852,199,199
FL05853,134,134
FL05854,154,154
FL05855,195,195
FL05856,172,172
FL05857,163,163
FL05858,145,145
FL05859,166,166
FL05860,153,153
FL05861,206,206
FL05862,214,214
FL05863,169,169
FL05864,203,203
FL05865,131,131
FL05866,206,206
FL05867,123,123
FL05868,206,206
FL05869,167,167
FL05870,174,174
FL05871,120,120
FL05872,208,208
FL05873,185,185
FL05874,149,149
FL05875,122,122
FL05876,140,140
FL05877,208,208
FL05878,203,203
FL05879,168,168
FL05880,205,205
FL05881,204,204
FL05882,181,181
FL05883,216,216
FL05884,157,157
FL05885,134,134
FL05886,171,171
FL05887,198,198
FL05888,165,165
FL05889,144,144
FL05890,140,140
FL05891,207,207
FL05892,124,124
FL05893,189,189
FL05894,166,166
FL05895,206,206
FL05896,187,187
FL05897,210,210
FL05898,137,137
FL05899,140,140
FL05900,211,211
FL05901,218,218
FL05902,205,205
FL05903,142,142
FL05904,183,183
FL05905,186,186
FL05906,159,159
FL05907,129,129
FL05908,208,208
FL05909,171,171
FL05910,191,191
FL05911,194,194
FL05912,180,180
FL05913,183,183
FL05914,124,124
FL05915,172,172
FL05916,174,174
FL05917,156,156
FL05918,175,175
FL05919,178,178
FL05920,212,212
FL05921,188,188
FL05922,192,192
FL05923,178,178
FL05924,121,121
FL05925,184,184
FL05926,179,179
FL05927,170,170
FL05928,149,149
FL05929,130,130
FL05930,211,211
FL05931,195,195
FL05932,158,158
FL05933,209,209
FL05934,196,196
FL05935,191,191
FL05936,182,182
FL05937,183,183
FL05938,180,180
FL05939,173,173
FL05940,211,211
FL05941,213,213
FL05942,192,192
FL05943,214,214
FL05944,177,177
FL05945,204,204
FL05946,175,175
FL05947,153,153
FL05948,150,150
FL05949,171,171
FL05950,208,208
FL05951,195,195
FL05952,120,120
FL05953,174,174
FL05954,141,141
FL05955,159,159
FL05956,120,120
FL05957,184,184
FL05958,182,182
FL05959,173,173
FL05960,161,161
FL05961,140,140
FL05962,198,198
FL05963,200,200
FL05964,141,141
FL05965,157,157
FL05966,218,218
FL05967,199,199
FL05968,127,127
FL05969,181,181
FL05970,166,166
FL05971,136,136
FL05972,136,136
FL05973,209,209
FL05974,132,132
FL05975,136,136
FL05976,157,157
FL05977,200,200
FL05978,197,197
FL05979,164,164
FL05980,125,125
FL05981,154,154
FL05982,133,133
FL05983,191,191
FL05984,180,180
FL05985,134,134
FL05986,173,173
FL05987,146,146
FL05988,132,132
FL05989,150,150
FL05990,154,154
FL05991,179,179
FL05992,125,125
FL05993,188,188
FL05994,205,205
FL05995,177,177
FL05996,168,168
FL05997,142,142
FL05998,208,208
FL05999,153,153
FL06000,145,145
FL06001,166,166
FL06002,124,124
FL06003,209,209
FL06004,139,139
FL06005,125,125
FL06006,189,189
FL06007,178,178
FL06008,183,183
FL06009,137,137
FL06010,123,123
FL06011,136,136
FL06012,133,133
FL06013,197,197
FL06014,132,132
FL06015,126,126
FL06016,163,163
FL06017,134,134
FL06018,138,138
FL06019,182,182
FL06020,154,154
FL06021,200,200
FL06022,154,154
FL06023,138,138
FL06024,139,139
FL06025,219,219
FL06026,154,154
FL06027,151,151
FL06028,167,167
FL06029,163,163
FL06030,143,143
FL06031,180,180
FL06032,136,136
FL06033,190,190
FL06034,169,169
FL06035,184,184
FL06036,218,218
FL06037,151,151
FL06038,155,155
FL06039,132,132
FL06040,189,189
FL06041,177,177
FL06042,133,133
FL06043,156,156
FL06044,198,198
FL06045,187,187
FL06046,159,159
FL06047,178,178
FL06048,199,199
FL06049,211,211
FL06050,135,135
FL06051,181,181
FL06052,123,123
FL06053,164,164
FL06054,209,209
FL06055,147,147
FL06056,215,215
FL06057,185,185
FL06058,150,150
FL06059,122,122
FL06060,127,127
FL06061,143,143
FL06062,134,134
FL06063,162,162
FL06064,150,150
FL06065,192,192
FL06066,164,164
FL06067,185,185
FL06068,127,127
FL06069,190,190
FL06070,176,176
FL06071,199,199
FL06072,218,218
FL06073,149,149
FL06074,193,193
FL06075,137,137
FL06076,188,188
FL06077,212,212
FL06078,158,158
FL06079,179,179
FL06080,217,217
FL06081,162,162
FL06082,164,164
FL06083,142,142
FL06084,188,188
FL06085,213,213
FL06086,125,125
FL06087,175,175
FL06088,123,123
FL06089,212,212
FL06090,142,142
FL06091,125,125
FL06092,151,151
FL06093,137,137
FL06094,134,134
FL06095,159,159
FL06096,215,215
FL06097,192,192
FL06098,193,193
FL06099,203,203
FL06100,125,125
FL06101,182,182
FL06102,186,186
FL06103,130,130
FL06104,162,162
FL06105,136,136
FL06106,215,215
FL06107,123,123
FL06108,182,182
FL06109,187,187
FL06110,200,200
FL06111,160,160
FL06112,202,202
FL06113,124,124
FL06114,151,151
FL06115,205,205
FL06116,189,189
FL06117,154,154
FL06118,141,141
FL06119,184,184
FL06120,203,203
FL06121,141,141
FL06122,130,130
FL06123,196,196
FL06124,122,122
FL06125,128,128
FL06126,179,179
FL06127,195,195
FL06128,206,206
FL06129,133,133
FL06130,216,216
FL06131,137,137
FL06132,192,192
FL06133,142,142
FL06134,193,193
FL06135,202,202
FL06136,166,166
FL06137,188,188
FL06138,166,166
FL06139,206,206
FL06140,149,149
FL06141,144,144
FL06142,147,147
FL06143,217,217
FL06144,144,144
FL06145,193,193
FL06146,197,197
FL06147,177,177
FL06148,213,213
FL06149,160,160
FL06150,144,144
FL06151,197,197
FL06152,218,218
FL06153,167,167
FL06154,217,217
FL06155,129,129
FL06156,218,218
FL06157,194,194
FL06158,130,130
FL06159,204,204
FL06160,140,140
FL06161,205,205
FL06162,164,164
FL06163,126,126
FL06164,200,200
FL06165,183,183
FL06166,183,183
FL06167,121,121
FL06168,195,195
FL06169,161,161
FL06170,201,201
FL06171,173,173
FL06172,194,194
FL06173,135,135
FL06174,137,137
FL06175,218,218
FL06176,178,178
FL06177,209,209
FL06178,135,135
FL06179,125,125
FL06180,176,176
FL06181,166,166
FL06182,167,167
FL06183,161,161
FL06184,195,195
FL06185,179,179
FL06186,196,196
FL06187,123,123
FL06188,121,121
FL06189,209,209
FL06190,178,178
FL06191,146,146
FL06192,146,146
FL06193,198,198
FL06194,191,191
FL06195,126,126
FL06196,182,182
FL06197,165,165
FL06198,182,182
FL06199,131,131
FL06200,132,132
FL06201,162,162
FL06202,136,136
FL06203,182,182
FL06204,200,200
FL06205,155,155
FL06206,204,204
FL06207,127,127
FL06208,188,188
FL06209,209,209
FL06210,199,199
